image,LK_x,LK_y,MK_x,MK_y,LA_x,LA_y,MA_x,MA_y
01.JPG,1304.6649169921875,1820.68798828125,1304.6649169921875,1824.4608154296875,1018.2747802734375,2994.00927734375,1304.6649169921875,2914.78173828125
01.JPG,2180.386474609375,1665.412353515625,1708.8306884765625,1835.456298828125,2055.895751953125,2995.533935546875,1769.1898193359375,2935.07421875
