image,LK_x,LK_y,MK_x,MK_y,LA_x,LA_y,MA_x,MA_y
002.jpg,164.1709442138672,426.9690856933594,365.8609619140625,410.0496520996094,223.88922119140625,987.5659790039062,341.072265625,977.414306640625
002.jpg,749.2301025390625,320.5472106933594,561.3425903320312,429.94134521484375,673.85009765625,976.9119262695312,557.9674072265625,959.995361328125
