image,LK_x,LK_y,MK_x,MK_y,LA_x,LA_y,MA_x,MA_y
002.jpg,164.17095947265625,426.9691162109375,365.8609619140625,410.0496826171875,223.8892364501953,987.5658569335938,341.072265625,977.4141845703125
002.jpg,749.2300415039062,320.5472412109375,561.3425903320312,429.9413757324219,673.8500366210938,976.9119873046875,557.9673461914062,959.9954223632812
