image,LK_x,LK_y,MK_x,MK_y,LA_x,LA_y,MA_x,MA_y
005.jpg,693.5348510742188,298.0997314453125,528.7697143554688,363.76580810546875,619.052001953125,863.0543823242188,523.1270751953125,849.4683227539062
005.jpg,180.3039093017578,277.53851318359375,355.4092712402344,333.0165100097656,235.6597900390625,870.813232421875,345.24188232421875,849.3013305664062
